Dataset,Class,Accuracy,AUC
tissuemnist,0,0.7036597428288823,0.8496424790997199
tissuemnist,1,0.16524854455888938,0.6967714250104367
tissuemnist,2,0.32021466905187834,0.9069592420159932
tissuemnist,3,0.4834166288050886,0.9019497517114743
tissuemnist,4,0.41911546452953397,0.8523623017682919
tissuemnist,5,0.259763851044505,0.8757821743552471
tissuemnist,6,0.6478885813766628,0.865228237811489
tissuemnist,7,0.4731901578722799,0.8273099726638031
