Dataset,Class,Accuracy,AUC
bloodmnist,0,0.6475409836065574,0.9829396223883754
bloodmnist,1,0.9871794871794872,0.9990884234940366
bloodmnist,2,0.9131832797427653,0.9943569648783614
bloodmnist,3,0.7495682210708118,0.9610457011105318
bloodmnist,4,0.9094650205761317,0.994011685274534
bloodmnist,5,0.7359154929577465,0.9645058749051529
bloodmnist,6,0.9624624624624625,0.9972820370279534
bloodmnist,7,0.9957446808510638,0.9999877430658197
