Dataset,Class,Accuracy,AUC
pathmnist,0,0.9506726457399103,0.9951429624864839
pathmnist,1,1.0,0.9996388923222393
pathmnist,2,0.528023598820059,0.9352895240781011
pathmnist,3,0.8501577287066246,0.9955322247506364
pathmnist,4,0.7642512077294686,0.9775680318235241
pathmnist,5,0.6131756756756757,0.945788257519815
pathmnist,6,0.7354925775978407,0.9760084203484208
pathmnist,7,0.5534441805225653,0.9484132883084716
pathmnist,8,0.9075425790754258,0.9882262226853563
