Dataset,Class,Accuracy,AUC
retinamnist,0,0.7586206896551724,0.8311972332417863
retinamnist,1,0.0,0.6314173421763695
retinamnist,2,0.7717391304347826,0.7326016374929418
retinamnist,3,0.22058823529411764,0.7994773210489015
retinamnist,4,0.0,0.7359210526315789
