Dataset,Class,Accuracy,AUC
tissuemnist,0,0.7543026706231454,0.8663183850445968
tissuemnist,1,0.0008956560680698612,0.6342630388596173
tissuemnist,2,0.3011329755515802,0.911730208043333
tissuemnist,3,0.5477055883689232,0.9098364628835349
tissuemnist,4,0.4983674680914218,0.8858801417170767
tissuemnist,5,0.3142597638510445,0.8790065128406553
tissuemnist,6,0.6799392911347201,0.8603271807196085
tissuemnist,7,0.4827193855781539,0.8173583247442119
